<=50K 1 Federal-gov 0 Some-college 5 Married-civ-spouse Adm-clerical Own-child White Male 0 0 3 United-States
<=50K 0 State-gov 2 Some-college 5 Married-civ-spouse Other-service Husband Black Male 0 0 1 United-States
<=50K 4 Private 1 11th 3 Never-married Machine-op-inspct Unmarried White Male 0 0 3 Puerto-Rico
<=50K 0 Private 1 Some-college 5 Never-married Machine-op-inspct Own-child White Male 0 0 3 United-States
<=50K 0 Private 3 HS-grad 5 Married-AF-spouse Adm-clerical Wife White Female 0 0 2 United-States
>50K 1 Private 0 Some-college 5 Married-civ-spouse Sales Husband White Male 0 0 3 ?
<=50K 4 Self-emp-not-inc 1 Assoc-acdm 7 Married-civ-spouse Prof-specialty Husband White Male 0 0 3 United-States
<=50K 1 Private 3 9th 2 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 4 United-States
<=50K 4 Self-emp-not-inc 0 Bachelors 7 Married-civ-spouse Prof-specialty Husband White Male 0 0 3 United-States
<=50K 0 Private 1 Bachelors 7 Married-civ-spouse Tech-support Husband White Male 0 0 4 United-States
<=50K 4 Private 0 HS-grad 5 Separated Adm-clerical Unmarried White Female 0 0 3 United-States
<=50K 1 Private 1 HS-grad 5 Never-married Handlers-cleaners Not-in-family White Male 0 0 3 United-States
>50K 5 Federal-gov 2 Bachelors 7 Married-civ-spouse Prof-specialty Husband Black Male 0 0 3 United-States
<=50K 4 Private 0 HS-grad 5 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 3 United-States
<=50K 3 Private 0 Masters 8 Divorced Exec-managerial Unmarried White Female 0 0 3 United-States
<=50K 3 State-gov 0 Assoc-voc 6 Married-civ-spouse Craft-repair Husband White Male 0 0 3 United-States
<=50K 1 Private 1 Assoc-voc 6 Never-married Prof-specialty Not-in-family White Male 0 0 4 United-States
<=50K 1 Private 0 Some-college 5 Married-civ-spouse Exec-managerial Wife Other Female 0 0 3 United-States
<=50K 0 Private 1 HS-grad 5 Never-married Other-service Own-child White Female 0 0 2 ?
>50K 4 Private 0 Prof-school 9 Married-civ-spouse Prof-specialty Wife White Female 0 4 6 Honduras
>50K 4 Federal-gov 1 Bachelors 7 Divorced Exec-managerial Not-in-family White Male 0 0 5 United-States
<=50K 4 Self-emp-inc 0 HS-grad 5 Divorced Exec-managerial Not-in-family White Male 0 0 6 United-States
>50K 3 Private 1 Some-college 5 Married-civ-spouse Tech-support Husband White Male 0 0 3 United-States
<=50K 3 Private 1 5th-6th 1 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 3 Mexico
<=50K 2 Private 0 Assoc-voc 6 Married-civ-spouse Other-service Husband White Male 0 0 3 Puerto-Rico
<=50K 3 Private 0 HS-grad 5 Married-civ-spouse Adm-clerical Husband White Male 0 0 4 United-States
<=50K 1 Private 1 HS-grad 5 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 3 United-States
<=50K 1 Private 0 Bachelors 7 Married-civ-spouse Sales Husband White Male 0 0 3 United-States
<=50K 2 ? 1 7th-8th 1 Married-spouse-absent ? Not-in-family White Male 0 0 3 ?
<=50K 4 Private 0 HS-grad 5 Married-civ-spouse Transport-moving Husband White Male 0 0 3 United-States
>50K 3 Private 0 Doctorate 9 Married-civ-spouse Prof-specialty Husband White Male 0 0 4 United-States
<=50K 1 Private 0 Some-college 5 Divorced Tech-support Not-in-family White Male 0 0 5 United-States
<=50K 2 Private 0 HS-grad 5 Married-civ-spouse Craft-repair Husband White Male 0 0 3 United-States
<=50K 1 Private 1 Some-college 5 Divorced Adm-clerical Not-in-family White Female 0 0 3 United-States
>50K 4 Private 1 HS-grad 5 Married-civ-spouse Adm-clerical Wife White Female 0 0 3 United-States
>50K 4 Self-emp-inc 1 Some-college 5 Married-civ-spouse Exec-managerial Husband White Male 0 0 4 United-States
<=50K 1 ? 1 Some-college 5 Never-married ? Own-child White Male 0 0 3 United-States
<=50K 0 Private 0 Some-college 5 Never-married Prof-specialty Own-child White Male 0 0 3 United-States
<=50K 1 Private 2 Bachelors 7 Separated Sales Own-child Black Female 0 0 3 United-States
>50K 1 Self-emp-not-inc 1 Bachelors 7 Married-civ-spouse Sales Husband White Male 0 0 7 United-States
<=50K 0 Private 1 Some-college 5 Never-married Machine-op-inspct Not-in-family White Male 0 0 3 United-States
<=50K 8 Private 0 Some-college 5 Married-civ-spouse Prof-specialty Other-relative White Male 0 0 1 United-States
<=50K 1 Private 1 HS-grad 5 Never-married Other-service Own-child White Male 0 0 3 Mexico
<=50K 3 Private 0 Assoc-acdm 7 Married-civ-spouse Adm-clerical Husband White Male 0 0 3 United-States
<=50K 6 ? 1 10th 3 Married-civ-spouse ? Husband White Male 0 0 0 United-States
<=50K 0 Private 2 11th 3 Never-married Other-service Own-child White Female 0 0 2 United-States
<=50K 1 Local-gov 0 7th-8th 1 Married-civ-spouse Farming-fishing Husband White Male 0 0 3 United-States
<=50K 0 Private 2 HS-grad 5 Never-married Sales Not-in-family White Male 0 0 2 United-States
<=50K 4 Private 1 Bachelors 7 Married-civ-spouse Other-service Husband White Male 0 0 3 Cuba
<=50K 3 Private 0 HS-grad 5 Married-civ-spouse Other-service Wife White Female 0 0 3 United-States
<=50K 5 Private 1 HS-grad 5 Married-civ-spouse Sales Husband White Male 0 0 4 United-States
>50K 3 Private 2 HS-grad 5 Divorced Craft-repair Not-in-family White Female 1 0 3 United-States
<=50K 4 Private 2 HS-grad 5 Divorced Sales Own-child White Female 0 0 3 United-States
>50K 4 Local-gov 1 HS-grad 5 Married-civ-spouse Protective-serv Husband White Male 0 0 3 United-States
<=50K 2 Private 1 Masters 8 Married-civ-spouse Prof-specialty Husband White Male 0 0 4 United-States
<=50K 1 Private 0 9th 2 Never-married Sales Not-in-family White Male 0 0 3 United-States
>50K 3 Federal-gov 2 Doctorate 9 Never-married Prof-specialty Not-in-family White Female 0 0 4 United-States
<=50K 5 Private 1 Assoc-voc 6 Married-civ-spouse Prof-specialty Husband White Male 0 0 3 United-States
<=50K 2 Private 1 Some-college 5 Divorced Craft-repair Unmarried White Female 0 0 3 United-States
<=50K 1 Private 1 Some-college 5 Divorced Machine-op-inspct Unmarried Black Female 0 0 2 United-States
<=50K 1 Private 0 HS-grad 5 Married-civ-spouse Sales Wife Asian-Pac-Islander Female 0 3 3 ?
>50K 2 Local-gov 1 Bachelors 7 Married-civ-spouse Protective-serv Husband White Male 0 0 3 United-States
<=50K 1 Local-gov 0 Some-college 5 Never-married Handlers-cleaners Not-in-family White Male 0 0 4 United-States
>50K 4 Self-emp-not-inc 1 Doctorate 9 Married-civ-spouse Prof-specialty Husband White Male 0 4 6 United-States
>50K 2 Private 1 Some-college 5 Married-civ-spouse Sales Husband White Male 0 0 4 United-States
<=50K 4 Private 1 Assoc-acdm 7 Divorced Exec-managerial Unmarried White Female 0 0 3 England
<=50K 2 Federal-gov 1 HS-grad 5 Never-married Other-service Own-child Black Male 0 0 3 United-States
>50K 8 Private 0 Masters 8 Married-civ-spouse Exec-managerial Husband White Male 0 0 3 United-States
>50K 3 Private 1 Bachelors 7 Married-civ-spouse Exec-managerial Husband White Male 1 0 6 United-States
<=50K 4 Self-emp-not-inc 0 Masters 8 Never-married Prof-specialty Not-in-family White Female 0 0 4 United-States
<=50K 0 Private 1 Some-college 5 Never-married Tech-support Own-child White Female 0 0 3 United-States
<=50K 1 Private 0 HS-grad 5 Never-married Craft-repair Not-in-family White Male 0 0 3 United-States
>50K 2 Self-emp-inc 2 HS-grad 5 Married-civ-spouse Craft-repair Husband White Male 0 0 3 United-States
<=50K 0 ? 1 10th 3 Never-married ? Own-child White Female 3 0 3 United-States
<=50K 1 Private 1 11th 3 Never-married Handlers-cleaners Own-child White Male 0 0 3 United-States
<=50K 1 Local-gov 1 HS-grad 5 Never-married Adm-clerical Not-in-family White Female 0 0 3 United-States
<=50K 3 Private 0 HS-grad 5 Married-civ-spouse Handlers-cleaners Husband White Male 0 0 3 United-States
<=50K 0 Private 2 Bachelors 7 Never-married Sales Other-relative White Male 0 0 3 United-States
>50K 2 Private 0 Prof-school 9 Married-civ-spouse Prof-specialty Husband White Male 0 0 3 United-States
>50K 5 Self-emp-not-inc 2 HS-grad 5 Married-civ-spouse Other-service Husband White Male 0 4 4 Canada
<=50K 1 Private 2 Some-college 5 Married-civ-spouse Sales Wife White Female 0 0 2 United-States
<=50K 2 Private 0 HS-grad 5 Never-married Machine-op-inspct Own-child White Female 0 0 3 United-States
<=50K 4 Private 0 9th 2 Married-civ-spouse Handlers-cleaners Husband White Male 0 0 4 United-States
<=50K 5 Self-emp-inc 1 Some-college 5 Married-civ-spouse Sales Husband White Male 0 0 4 United-States
>50K 4 Local-gov 1 Assoc-voc 6 Married-civ-spouse Craft-repair Husband Black Male 0 0 3 United-States
<=50K 5 Private 1 Some-college 5 Married-civ-spouse Sales Husband White Male 0 0 5 United-States
<=50K 0 Private 0 HS-grad 5 Never-married Craft-repair Not-in-family White Male 0 0 4 United-States
<=50K 0 Private 1 Some-college 5 Never-married Other-service Own-child White Female 0 0 3 United-States
<=50K 3 Private 0 Bachelors 7 Married-civ-spouse Exec-managerial Husband White Male 0 0 6 United-States
<=50K 1 Private 0 Bachelors 7 Never-married Exec-managerial Own-child Black Male 0 0 3 Germany
>50K 1 State-gov 1 Bachelors 7 Married-civ-spouse Prof-specialty Husband White Male 0 0 4 United-States
<=50K 0 Private 1 Some-college 5 Never-married Other-service Own-child Black Male 0 0 3 United-States
>50K 4 Private 1 Bachelors 7 Married-civ-spouse Exec-managerial Wife White Female 0 0 3 United-States
<=50K 0 Private 0 Some-college 5 Never-married Adm-clerical Own-child White Female 0 3 2 United-States
>50K 1 Private 0 Assoc-acdm 7 Married-civ-spouse Adm-clerical Husband White Male 0 0 3 United-States
<=50K 2 ? 0 HS-grad 5 Married-civ-spouse ? Husband White Male 0 0 3 United-States
<=50K 3 Private 2 Some-college 5 Divorced Craft-repair Not-in-family White Male 0 0 3 United-States
<=50K 1 Private 0 Assoc-acdm 7 Never-married Sales Not-in-family White Female 0 0 6 United-States
<=50K 0 Private 0 HS-grad 5 Never-married Other-service Not-in-family White Female 0 4 3 United-States
<=50K 2 Self-emp-not-inc 0 HS-grad 5 Married-civ-spouse Craft-repair Husband White Male 0 0 3 United-States
<=50K 2 Private 1 Bachelors 7 Married-civ-spouse Sales Husband White Male 0 0 4 United-States
<=50K 3 Private 0 Assoc-acdm 7 Divorced Tech-support Not-in-family Black Female 0 0 3 United-States
>50K 2 Federal-gov 0 Masters 8 Married-civ-spouse Prof-specialty Husband White Male 0 0 3 Iran
<=50K 3 Self-emp-not-inc 0 HS-grad 5 Married-civ-spouse Craft-repair Husband White Male 0 0 6 United-States
<=50K 1 Private 1 Assoc-voc 6 Married-civ-spouse Adm-clerical Wife White Female 0 0 3 United-States
<=50K 0 Private 0 Some-college 5 Never-married Sales Own-child White Male 0 0 1 United-States
>50K 4 Private 0 Some-college 5 Married-civ-spouse Craft-repair Husband Asian-Pac-Islander Male 0 0 3 United-States
<=50K 6 Self-emp-inc 0 HS-grad 5 Married-civ-spouse Craft-repair Husband White Male 0 0 3 United-States
<=50K 1 Private 1 Some-college 5 Never-married Sales Own-child White Female 0 0 3 United-States
<=50K 0 Private 2 Some-college 5 Never-married Other-service Own-child White Male 0 0 2 Mexico
>50K 3 Private 1 Assoc-voc 6 Never-married Prof-specialty Not-in-family White Female 0 3 3 United-States
<=50K 7 Private 0 Some-college 5 Never-married Tech-support Other-relative White Male 0 0 3 United-States
<=50K 1 Private 1 HS-grad 5 Never-married Transport-moving Unmarried Black Female 0 0 2 United-States
<=50K 0 Private 1 Some-college 5 Married-civ-spouse Other-service Husband White Male 0 0 2 United-States
<=50K 2 Private 0 HS-grad 5 Widowed Other-service Unmarried White Female 0 0 2 United-States
<=50K 6 Private 1 11th 3 Married-civ-spouse Craft-repair Husband White Male 0 5 3 United-States
<=50K 3 ? 1 Some-college 5 Divorced ? Not-in-family White Female 0 0 3 United-States
<=50K 4 Local-gov 1 Some-college 5 Divorced Adm-clerical Unmarried White Female 0 0 3 Mexico
<=50K 2 Private 1 HS-grad 5 Never-married Adm-clerical Not-in-family White Female 0 0 3 United-States
<=50K 2 Private 1 Bachelors 7 Never-married Exec-managerial Other-relative Asian-Pac-Islander Female 0 0 3 Philippines
<=50K 0 Private 1 HS-grad 5 Never-married Craft-repair Own-child White Male 0 0 3 United-States
>50K 4 ? 1 HS-grad 5 Divorced ? Not-in-family White Male 0 0 4 United-States
<=50K 4 Private 1 HS-grad 5 Married-civ-spouse Craft-repair Husband White Male 0 0 4 United-States
<=50K 0 Private 1 Bachelors 7 Never-married Handlers-cleaners Not-in-family White Male 0 0 3 United-States
<=50K 7 Self-emp-not-inc 3 Some-college 5 Separated Sales Unmarried Black Male 0 4 0 United-States
<=50K 1 Private 1 HS-grad 5 Divorced Craft-repair Not-in-family White Male 0 0 6 United-States
<=50K 3 Private 1 Bachelors 7 Separated Other-service Other-relative Black Male 0 0 4 United-States
<=50K 6 ? 0 1st-4th 0 Divorced ? Not-in-family White Female 0 0 1 United-States
<=50K 1 Private 1 HS-grad 5 Never-married Other-service Unmarried White Female 0 0 3 United-States
<=50K 3 Self-emp-inc 0 Masters 8 Divorced Exec-managerial Unmarried Asian-Pac-Islander Female 0 0 3 United-States
<=50K 1 Private 0 HS-grad 5 Never-married Exec-managerial Not-in-family Asian-Pac-Islander Female 0 0 3 England
>50K 3 Self-emp-not-inc 1 Masters 8 Married-civ-spouse Sales Husband White Male 0 0 3 United-States
<=50K 2 Private 1 Some-college 5 Divorced Other-service Unmarried White Female 0 0 3 Mexico
<=50K 3 Federal-gov 1 Assoc-acdm 7 Never-married Exec-managerial Not-in-family White Male 0 0 4 United-States
<=50K 3 State-gov 0 Masters 8 Widowed Protective-serv Unmarried White Male 0 0 3 United-States
<=50K 0 Private 0 11th 3 Never-married Handlers-cleaners Own-child White Male 0 0 1 United-States
<=50K 6 Local-gov 0 Assoc-voc 6 Widowed Prof-specialty Not-in-family White Female 0 0 1 United-States
<=50K 1 Private 0 HS-grad 5 Never-married Other-service Not-in-family White Male 0 4 3 United-States
<=50K 1 State-gov 1 HS-grad 5 Married-civ-spouse Protective-serv Husband White Male 0 0 3 United-States
>50K 4 Private 0 Some-college 5 Married-civ-spouse Sales Husband White Male 0 4 3 United-States
<=50K 1 Private 2 Bachelors 7 Never-married Craft-repair Not-in-family White Male 0 0 4 United-States
>50K 1 State-gov 0 Bachelors 7 Married-civ-spouse Prof-specialty Husband White Male 0 0 3 United-States
<=50K 1 Private 1 HS-grad 5 Married-spouse-absent Sales Unmarried White Female 0 0 2 United-States
<=50K 0 Private 2 HS-grad 5 Never-married Craft-repair Own-child Black Male 0 0 3 United-States
<=50K 2 Private 3 HS-grad 5 Never-married Handlers-cleaners Not-in-family Black Male 0 0 3 United-States
<=50K 0 Private 1 HS-grad 5 Never-married Other-service Own-child White Male 0 0 1 United-States
<=50K 2 Private 0 Bachelors 7 Married-civ-spouse Prof-specialty Husband White Male 0 0 6 United-States
>50K 3 Local-gov 1 Some-college 5 Married-civ-spouse Exec-managerial Husband Black Male 0 0 3 United-States
<=50K 3 Private 0 Some-college 5 Divorced Adm-clerical Not-in-family White Female 0 0 3 United-States
<=50K 1 Private 4 Some-college 5 Never-married Craft-repair Not-in-family Black Male 0 0 4 United-States
>50K 3 Private 1 7th-8th 1 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 3 Mexico
>50K 2 Federal-gov 0 Some-college 5 Married-civ-spouse Adm-clerical Husband White Male 0 0 4 United-States
<=50K 2 Private 1 HS-grad 5 Married-civ-spouse Adm-clerical Husband Black Male 0 0 3 United-States
<=50K 3 Self-emp-not-inc 0 Bachelors 7 Divorced Exec-managerial Not-in-family White Female 0 0 3 United-States
<=50K 4 ? 0 Bachelors 7 Divorced ? Not-in-family White Female 0 0 4 United-States
<=50K 1 Private 0 Masters 8 Married-civ-spouse Prof-specialty Wife White Female 0 0 4 United-States
>50K 5 State-gov 0 Doctorate 9 Married-civ-spouse Prof-specialty Husband White Male 0 0 0 United-States
<=50K 2 Private 0 Some-college 5 Divorced Machine-op-inspct Not-in-family Black Female 0 0 2 United-States
<=50K 0 Private 1 Some-college 5 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 3 United-States
<=50K 3 Local-gov 3 Bachelors 7 Married-civ-spouse Craft-repair Husband Black Male 0 0 3 United-States
<=50K 4 Private 0 Some-college 5 Married-civ-spouse Tech-support Husband White Male 0 0 4 United-States
<=50K 3 Federal-gov 0 Bachelors 7 Married-civ-spouse Tech-support Husband White Male 0 0 2 United-States
<=50K 0 Private 1 5th-6th 1 Married-civ-spouse Transport-moving Other-relative White Male 0 0 3 Mexico
<=50K 2 Private 0 Some-college 5 Divorced Craft-repair Not-in-family White Male 0 0 3 United-States
>50K 3 Federal-gov 0 Masters 8 Never-married Exec-managerial Not-in-family White Female 1 0 5 United-States
>50K 2 Private 0 Masters 8 Married-civ-spouse Prof-specialty Other-relative White Male 0 0 3 United-States
<=50K 0 Self-emp-not-inc 0 HS-grad 5 Never-married Sales Not-in-family White Male 0 0 3 United-States
<=50K 1 Private 2 Masters 8 Never-married Prof-specialty Not-in-family White Female 0 4 3 United-States
<=50K 0 ? 1 HS-grad 5 Never-married ? Own-child White Male 0 0 3 Italy
>50K 4 Private 1 Bachelors 7 Married-civ-spouse Exec-managerial Husband White Male 0 0 4 United-States
<=50K 3 Local-gov 1 Some-college 5 Never-married Prof-specialty Not-in-family White Female 0 3 3 United-States
<=50K 2 State-gov 0 HS-grad 5 Divorced Adm-clerical Unmarried White Female 0 0 3 United-States
<=50K 0 Private 0 11th 3 Never-married Sales Own-child White Female 0 0 3 United-States
>50K 2 Private 0 Bachelors 7 Married-civ-spouse Other-service Husband Black Male 0 0 3 United-States
<=50K 2 Private 0 HS-grad 5 Divorced Craft-repair Not-in-family White Male 0 0 6 United-States
>50K 5 Self-emp-inc 1 HS-grad 5 Married-civ-spouse Sales Wife White Female 1 0 3 United-States
<=50K 0 Private 0 11th 3 Never-married Sales Own-child White Female 0 0 1 United-States
<=50K 3 Local-gov 1 HS-grad 5 Married-civ-spouse Transport-moving Husband Black Male 0 0 3 United-States
>50K 2 Private 1 HS-grad 5 Married-civ-spouse Craft-repair Husband White Male 0 0 3 United-States
<=50K 2 Private 0 Some-college 5 Never-married Sales Not-in-family Amer-Indian-Eskimo Female 0 0 3 United-States
<=50K 5 Private 0 HS-grad 5 Married-civ-spouse Craft-repair Husband Asian-Pac-Islander Male 0 0 3 United-States
>50K 5 Self-emp-inc 0 7th-8th 1 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 3 United-States
>50K 2 Private 4 Bachelors 7 Never-married Exec-managerial Not-in-family Black Male 0 0 6 United-States
<=50K 4 Private 2 Assoc-acdm 7 Divorced Sales Not-in-family White Female 0 0 3 United-States
<=50K 2 Private 1 Bachelors 7 Married-civ-spouse Sales Husband White Male 0 0 4 Poland
<=50K 3 Private 0 Bachelors 7 Married-civ-spouse Prof-specialty Husband White Male 0 0 5 United-States
<=50K 1 Private 1 10th 3 Never-married Craft-repair Not-in-family White Male 0 0 3 United-States
<=50K 1 Private 1 Some-college 5 Married-civ-spouse Handlers-cleaners Husband White Male 0 0 3 United-States
<=50K 6 ? 1 1st-4th 0 Divorced ? Not-in-family White Male 0 0 3 United-States
<=50K 9 Private 0 HS-grad 5 Never-married Other-service Not-in-family Black Male 0 5 3 United-States
<=50K 5 Private 1 HS-grad 5 Married-civ-spouse Adm-clerical Husband Black Male 0 0 1 United-States
<=50K 4 Local-gov 0 Preschool 0 Never-married Machine-op-inspct Not-in-family White Female 0 0 3 United-States
<=50K 0 Private 1 HS-grad 5 Never-married Sales Own-child White Female 0 0 3 United-States
<=50K 5 ? 0 10th 3 Divorced ? Not-in-family Amer-Indian-Eskimo Female 0 0 0 United-States
<=50K 6 Self-emp-not-inc 1 HS-grad 5 Married-civ-spouse Farming-fishing Husband White Male 0 0 4 United-States
<=50K 7 Private 2 Assoc-voc 6 Widowed Adm-clerical Not-in-family White Female 0 0 1 Columbia
<=50K 6 Private 1 HS-grad 5 Divorced Adm-clerical Not-in-family White Female 0 0 3 United-States
<=50K 2 Private 3 11th 3 Separated Transport-moving Not-in-family Black Male 0 0 3 United-States
<=50K 3 Private 0 HS-grad 5 Divorced Sales Unmarried Black Female 0 0 3 United-States
<=50K 1 Private 1 Some-college 5 Never-married Adm-clerical Not-in-family White Male 0 0 4 United-States
<=50K 2 Private 0 Some-college 5 Divorced Craft-repair Other-relative Other Female 0 0 3 United-States
>50K 1 Private 0 Prof-school 9 Never-married Prof-specialty Not-in-family White Male 0 0 5 United-States
<=50K 5 State-gov 1 HS-grad 5 Married-civ-spouse Other-service Husband White Male 0 0 3 United-States
<=50K 3 State-gov 1 Some-college 5 Never-married Adm-clerical Not-in-family White Female 0 0 3 United-States
>50K 3 Private 1 Bachelors 7 Married-civ-spouse Exec-managerial Husband White Male 0 0 4 Iran
>50K 2 Local-gov 0 Masters 8 Married-civ-spouse Exec-managerial Husband White Male 0 0 7 United-States
<=50K 0 Private 0 HS-grad 5 Never-married Transport-moving Own-child White Male 0 0 3 United-States
>50K 3 Private 2 Bachelors 7 Married-civ-spouse Prof-specialty Husband White Male 0 0 3 United-States
<=50K 3 Self-emp-not-inc 1 HS-grad 5 Married-civ-spouse Other-service Wife White Female 0 0 1 United-States
<=50K 0 State-gov 1 Assoc-acdm 7 Married-civ-spouse Protective-serv Husband White Male 0 0 4 United-States
<=50K 0 ? 0 Some-college 5 Never-married ? Own-child White Male 0 0 1 United-States
<=50K 2 Private 1 Some-college 5 Divorced Craft-repair Not-in-family White Male 0 3 3 United-States
<=50K 5 Private 1 HS-grad 5 Married-civ-spouse Adm-clerical Husband White Male 0 0 3 ?
>50K 5 Private 1 HS-grad 5 Married-civ-spouse Adm-clerical Husband White Male 0 0 4 United-States
<=50K 2 Private 1 HS-grad 5 Never-married Other-service Not-in-family White Female 0 0 3 United-States
>50K 3 Private 1 Assoc-acdm 7 Married-civ-spouse Tech-support Husband White Male 0 4 6 United-States
<=50K 3 Private 0 HS-grad 5 Married-civ-spouse Adm-clerical Husband White Male 0 0 3 ?
>50K 3 Private 0 Prof-school 9 Married-civ-spouse Prof-specialty Wife White Female 0 0 3 United-States
<=50K 3 Private 2 Bachelors 7 Married-civ-spouse Adm-clerical Wife Black Female 0 0 3 United-States
<=50K 5 Local-gov 1 10th 3 Widowed Other-service Unmarried Black Female 0 0 2 United-States
<=50K 0 Local-gov 0 Some-college 5 Never-married Adm-clerical Own-child White Male 0 0 3 United-States
<=50K 5 Private 1 Some-college 5 Never-married Transport-moving Not-in-family White Male 0 0 1 United-States
>50K 3 Self-emp-not-inc 1 HS-grad 5 Married-civ-spouse Farming-fishing Husband Asian-Pac-Islander Male 0 0 3 Cambodia
<=50K 0 Private 0 HS-grad 5 Never-married Other-service Own-child White Female 0 0 3 United-States
<=50K 2 Private 1 HS-grad 5 Separated Other-service Not-in-family White Female 0 0 2 United-States
<=50K 3 Private 1 Assoc-voc 6 Widowed Exec-managerial Not-in-family White Female 0 0 4 United-States
<=50K 4 Private 1 7th-8th 1 Divorced Craft-repair Not-in-family White Male 0 0 3 United-States
<=50K 2 Private 0 Bachelors 7 Divorced Prof-specialty Own-child White Female 0 0 3 United-States
<=50K 3 Private 0 HS-grad 5 Married-civ-spouse Sales Husband White Male 0 0 6 United-States
<=50K 0 Private 1 11th 3 Never-married Other-service Own-child White Male 0 0 1 United-States
<=50K 5 Private 0 Some-college 5 Married-civ-spouse Sales Husband White Male 0 0 3 United-States
<=50K 1 Private 2 11th 3 Married-civ-spouse Craft-repair Husband White Male 0 0 3 United-States
>50K 2 Self-emp-inc 1 Some-college 5 Married-civ-spouse Exec-managerial Husband Asian-Pac-Islander Male 0 0 7 Thailand
<=50K 0 ? 1 Some-college 5 Never-married ? Own-child White Male 0 0 2 Canada
>50K 6 Private 0 HS-grad 5 Married-civ-spouse Exec-managerial Husband White Male 0 0 3 United-States
<=50K 2 Private 1 Bachelors 7 Never-married Prof-specialty Not-in-family White Female 0 0 4 United-States
>50K 2 Private 1 HS-grad 5 Married-civ-spouse Craft-repair Wife White Female 0 0 3 United-States
